ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10281,Friday the 13th Part VII: The New Blood,"A young girl who possesses the power of telekinesis accidentally causes her father's death after a family dispute at Crystal Lake. Years later, when a doctor tries to exploit her abilities, her power becomes a hellish curse, and she unwittingly unchains the merciless, bloodthirsty Jason Voorhees from his watery grave.",Horror,5/13/1988,Friday the 13th Collection,/3KO6cs5qighEoA98CFo1u26hqh7.jpg,/2Tyr422N8ivi9TfA9BAP896Z6Q.jpg
10282,Karniggels,No overview found.,Comedy,11/14/1991,,/wutUY336CCD6HHJuWPwDsQATWkH.jpg,/6hSzUPtDU8DBzCODDzkdpYcCnqh.jpg
10283,Friday the 13th Part VIII: Jason Takes Manhattan,A group of students on a graduation cruise bound for Manhattan soon realize they've got a stowaway aboard the ship: serial killer Jason Voorhees.,Horror,7/28/1989,Friday the 13th Collection,/wso012gKziMLR6J2LlYEO74tzy9.jpg,/s5U5JgPpgfTnbGxQF2bOlfqqz5b.jpg
10285,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",Horror,8/13/1993,Friday the 13th Collection,/x1ImM0lGIXd2ajsPH1kZlvYzb57.jpg,/Aacq05foqiWdXqetFv02HBvMoJy.jpg
10286,Française,No overview found.,Drama,5/28/2008,,,/nUWZB1ivQIxPJI8XvmB19Z0N9Sa.jpg
10287,Le Grand Alibi,"Like every weekend senator Henri Pagès and his wife entertain guests at their beautiful mansion in a peaceful village near Paris. But this time around, things go awry: Pierre Collier, a psychoanalyst and consummate womanizer, is brutally murdered. Claire, his wife, dazed and confused by his corpse, with a smoking gun still in her hand, seems to be the ideal culprit...",Mystery,4/30/2008,,/u9zKyPXNz26uzJEf635ENaNhBIY.jpg,/3EiFbZw7HYE9zdvtkTKnTv1MWi0.jpg
10288,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",Romance,9/7/2006,,/4qUkYnYxpf3Y6xOKh3QVC8MdhvP.jpg,/btzm8jNgddSn7jLQ6l1WWXs1JI3.jpg
10289,15 ans et demi,"The story about the age gap between a scientist father, Philipe Le Tallec, and his newly discovered teen aged daughter, Eglantine.",Comedy,4/30/2008,,,/RtKkbnIsuQQqcAf5Ky1SLYXPZs.jpg
10291,Las vidas posibles,The beautiful wife of a geologist frantically searches for her missing husband and is haunted by a man who bears a striking resemblance to him.,Drama,2/7/2008,,,
10292,Urban Legends: Bloody Mary,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences.",Horror,7/19/2005,Urban Legend Collection,/4hcrR3rTNFLxTc7Vt7gCf1IFx3i.jpg,/bOHdUyb0YkQAtzd67dWeEoiTgO4.jpg
10293,Pauline à la plage,"Marion is about to divorce from her husband and takes her 15-year-old niece, Pauline, on a vacation to Granville. There, she meets an old love...",Romance,3/23/1983,,/8RLsGubqQBcxAAmvatcOQYx8zL.jpg,/9d778EGh83UPQqu0FftvIsFlhpK.jpg
10294,Vacancy,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",Horror,4/20/2007,Vacancy Collection,/iRqGlcADl8st5K9Dach8cLxM6Uv.jpg,/4KrmTQBQhHk0N0KGM6fIbBNbXOo.jpg
10295,Miami Supercops,"In 1978, $20 million was stolen from a Detroit bank. One of the robbers was caught, one was found dead, and the third disappeared. The money was never found. Seven years later, the robber who was caught was released from jail. He immediately went to Miami, only to be found dead the next day. Now FBI agents Doug Bennet and Steve Forest have been called in to investigate the case while posing as Miami police officers. Somewhere in Miami the third robber is hiding with his $20 million, and he has a seven-year head start on the authorities.",Action,12/12/1985,,/kMAsFp9gaErUt0GuJvjoYyVGyeM.jpg,/j0zfJkOfQr4DfcxjjeCVFjirKpu.jpg
10296,The Football Factory,"The Football Factory is more than just a study of the English obsession with football violence, it's about men looking for armies to join, wars to fight and places to belong. A forgotten culture of Anglo Saxon males fed up with being told they're not good enough and using their fists as a drug they describe as being more potent than sex and drugs put together.",Drama,5/13/2004,,/e3Es3VuOPfUjt7KrKy0Q2qzh4na.jpg,/ja76eLRw7XSc1VdlNXEb8ufTIoW.jpg
10297,How to Marry a Millionaire,"Three women set out to find eligible millionaires to marry, but find true love in the process.",Comedy,10/29/1953,,/9DuaDPEMhs8ZHLlA880hbdQpu7V.jpg,/dFwefYyEOOZaWVn15xGY6CbYYJ2.jpg
10299,"Hush... Hush, Sweet Charlotte","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.",Drama,12/15/1964,,/a689PyNF7J4nZ1ko7JuNBt76Sjs.jpg,/hwVGNaVXFblluLwUjGcJ7RgW1rV.jpg
10300,Pater Familias,No overview found.,Drama,3/14/2003,,,
10301,Una notte,No overview found.,,1/1/2007,,,/dvc2ZoCf91UZgGGiRjc4RdSn5Ze.jpg
10303,The Jewel of the Nile,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",Adventure,8/1/1985,Romancing the Stone Collection,/gsacmNghxz1nf5fDynMvf7gQksa.jpg,/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg
10304,Starship Troopers 2: Hero of the Federation,"In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.",Adventure,4/20/2004,Starship Troopers Collection,/kSEc72AYeZEgwPBHle8bGjmRnAC.jpg,/9iqrqOjLaFcGNnSQlJxYLfgrhqn.jpg
10305,Merci pour le chocolat,"Mika is the wife of celebrated pianist Andre Polonski and stepmother to his son, Guillaume, whose mother died in a car wreck on his sixth birthday. Their lives are interrupted by the unexpected arrival of Jeanne, a young woman who has learned that she was almost switched at birth with Guillaume whilst in hospital. Also a pianist, Jeanne harbors a suspicion that she may be Andre's daughter. Andre undertakes to continue her piano tuition, but, on entering the Polonski family, Jeanne begins to notice the icily controlled Mika behaving strangely. Her suspicions aroused, Jeanne begins the dangerous task of unraveling Mika's dark past of secrets and lies...",Drama,8/1/2000,,/8LAGMRpcRIZ0saHp0gYUd0wKV8x.jpg,/7Oahl78UiBQ2fpP58d6nc7QAmpq.jpg
10306,Poltergeist III,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",Horror,6/10/1988,Poltergeist Collection,/exQwGehuaGAjqVwSoVfAA8sybna.jpg,/pLewUibOJLGISvMqB94mAMdjz2q.jpg
10307,Stigmata,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",Horror,9/10/1999,,/t1wXPJuhUXCcv5X2Wl615nmIvtk.jpg,/q1ubP9C8HgDa9XgyJurfE3OdiPu.jpg
10308,Warum läuft Herr R. Amok?,"Herr Raab is a technical draftsman. His wife pushes him to seek a promotion, which may be a long shot after he gives a dull and tipsy toast at an office dinner. But why would Herr Raab run amok?",Drama,6/28/1970,,/ryDd7W0WNP6pJXT1ozM2JW7MzPY.jpg,/5IZiGIDkMsYsJEeiOutplICLmyi.jpg
10309,Händler der vier Jahreszeiten,"Hans is a street fruit peddler and born-loser. His choice of career upsets his bourgeois family, causing him to turn to drinking and violence. After recovering from a debilitating heart attack, his business finally begins to take off. However the more he becomes a credit to his family, the more depressed he becomes.",Drama,2/10/1972,,/fDG8quo50977Cw5DUzAeYbYJMtF.jpg,/7mZXqNvrII4e97D6yDXzJ2uDJhg.jpg
10310,Die bitteren Tränen der Petra von Kant,"Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.",Drama,10/5/1972,,/kyVtVCs493JAL3lxfSC8UrGbrwS.jpg,/cWd97s0sgw53mYkUdqyRGH4mUCn.jpg
10311,Martha,"After the death of her abusive father, the lonely librarian Martha marries an equally vile businessman - Helmut.",Thriller,5/28/1974,,/2bEdSPAOap8ii0Qsijf0EVyI6yP.jpg,/rioPQOY6sf58xYJ1Y8YbtFpyafz.jpg
10312,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",Comedy,12/25/1998,,/w5KgTa5LEokp1ki1zq4pyS3fkYy.jpg,/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg
10313,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",Comedy,10/17/2009,,/lAJpYAepH7bic2TmE7ZP8q404P4.jpg,/5boJKypPQmgABssbKOk2RvsCnSv.jpg
10314,She's All That,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",Comedy,1/29/1999,,/nDG8RGXPVlc3NOtmD4Joa503aQu.jpg,/a0pepZNFCjggc7Na9gEwbTI1f46.jpg
10315,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",Adventure,10/23/2009,,/zuhBQ0SEFuKzZufaZ7IatYodPtE.jpg,/njbTizADSZg4PqeyJdDzZGooikv.jpg
10316,The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Drama,9/24/2011,,/nxPpDLO1sYlOqpNdL4Pc7athIlu.jpg,/w8t4UnJnC24S9ygoaFgmMzRbErd.jpg
10317,Our Brand Is Crisis,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",Comedy,9/11/2015,,/5yV6FObWJrfrjl6YEbwbzeU7RGM.jpg,/oKZtQpdIKi3TPV4UqVuvkbRkokv.jpg
10319,Woyzeck,"Having fathered an illegitimate child with his lover, Marie, feckless soldier Franz Woyzeck takes odd jobs around his small town to provide some extra money for them. One of them is volunteering for experiments conducted by a local doctor, who puts Woyzeck on a diet of peas. This serves to drive him close to madness, and the discovery that Marie is involved in an affair with the local drum major exacerbates the situation. Pushed too far, Woyzeck resorts to violence.",Drama,5/25/1979,,/7J9mhvkKH6kvjshBNNcEJungJvG.jpg,/9wSNIAwAo9mTGYhSuar2diaLKuY.jpg
10320,The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,Drama,3/17/2005,The Ring Collection,/7lBcccy3VbGMwU0MpU186IoV1Xv.jpg,/8Mnthy6ymdKHVwVw5gJB7RtaO1F.jpg
10322,Being There,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",Comedy,12/19/1979,,/tXhvGj9Xs2OaITAQUYCqC9DLN9Z.jpg,/yFHi5wiCB45loSa1D1O6KAFMC3A.jpg
10323,Clash of the Titans,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, Perseus must complete various tasks including taming Pegasus, capturing Medusa's head, and battling the Kraken monster.",Action,6/12/1981,,/6hcxnvSk1Oy66LnSvnfsEUbf5jl.jpg,/9FJ73MkwQqdzYi7Rh9NEj1hK0fF.jpg
10324,If Lucy Fell,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",Comedy,3/8/1996,,,/ig5LhLEnlt7QCyYjgui082fO4ih.jpg
10326,Forever Young,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,Adventure,12/16/1992,,/q1xtZv2kAxe4OKSjgGLCgtLfPwG.jpg,/1emjW7UqtVWsn6P6YPg8NFNnmen.jpg
10327,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",Comedy,7/2/2003,Legally Blonde Collection,/cVPnuuh9stB4b2So2kdMfscKiv.jpg,/4kC0UGTuJgFnlZq2ZM6OiY7nuY8.jpg
10328,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",Comedy,6/21/1985,Cocoon Collection,/3poqxMxHY725sJqeRoyalGNzQXI.jpg,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg
10329,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",Action,6/9/1995,,/g3wWgcKTGhfAA4LPvVGBPx0drWw.jpg,/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
10330,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",Comedy,8/5/2003,,/aS4H9PxqRAqEW99RR8oILLtxmxg.jpg,/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg
10331,Night of the Living Dead,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,Horror,10/4/1968,Living Dead Collection,/d0NwvSRJQQzkubWKsidX4caQ6Yi.jpg,/rSBkU4g4uvZQIMOSpvrmvR4VwhA.jpg
10333,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,Drama,12/25/1991,,/lrhZ2Zfgsgu078X3EC4XMCTe3Vf.jpg,/9XnfC64QRUp5HYPtSVasi7L9NGk.jpg
10335,El corazón de la Tierra,Tensions mount in an Andalusia mining town between local Spanish workers and their British employers.,Drama,3/17/2007,,/ur6QtS9k8BMcOwKA0tb52WFDrCe.jpg,/aYZmE3phYdjz5z2nUznvqKkKMw3.jpg
10336,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",Action,7/31/1997,,/sOIeO2qyrIKVyPpK6OGzaenE61O.jpg,/3svvunKXkhRvEKByGDua1Qu0otq.jpg
10337,Bugsy,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",Crime,12/10/1991,,/t353Hj5sFXWQFriVzB1GiT3TSlm.jpg,/50k4OfyxUDo2M4TSGwNJ9KaTYUL.jpg
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,"In order to boost circulation of his newspaper, Lord Rawnsley announces an air race and offers £10,000 to the first person who can fly across the English Channel. But one of the participants, Percy, plots to sabotage his competitor's planes. Will Percy triumph?",Comedy,6/16/1965,Those Magnificent Men in Their...Collection,/A0qYXYNgBbNRVUWezHcqUaTvsfX.jpg,/zENEIIKunpHygSfPR6zDtxuUHzB.jpg
10339,Moby Dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",Adventure,6/27/1956,,/lbuYAwwTuqiWgpzlxMMPrYkUop4.jpg,/3QWdrnCFftqS22DqeDT18cZXhAB.jpg
10340,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",Family,6/22/1955,Lady and the Tramp Collection,/deZYjgLWPHStzvk7hCgf8pBqFdC.jpg,/wXKeGea4htM7Yz3yo7hYXbs3FhV.jpg
10341,Bis ans Ende der Welt,"Set in 1999, Claire's life is forever changed after she survives a car crash with some bank robbers, who enlist her help to take the money to a drop in Paris. On the way she runs into another fugitive from the law Dr. Farber, an American who is being chased by the CIA. They want to confiscate a device his father invented which allows anyone to record their dreams and visions. On the run they travel the globe from Berlin to Lisbon to Moscow to Tokyo, ending up in Australia at his father's research facility, where they hope to play back the recordings Farber captured for his blind mother.",Thriller,9/12/1991,,/wF08MKJWgBIJqmTQXSWwXbQe0OU.jpg,/qizf062CmUr9Ji6KaV5IE62WvS6.jpg
10342,Teaching Mrs. Tingle,"Leanne is salutatorian when she needs to be valedictorian to get her scholarship to Harvard. The only class she is worse than the leader in is history, taught by Mrs. Tingle, and the teacher hates her. When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games.",Comedy,8/11/1999,,/i64i2v5EvY0qmpUkyKs5cSOwdGG.jpg,/hHKiifRFrC0IM7Ba2HX3sAjnSBr.jpg
10344,The Fly II,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.",Horror,2/10/1989,The Fly (1986) Collection,/qtYqQ7lCJPTXIRmNV6TadxFRCyI.jpg,/gORksEPahEgO409HYJOZlNVyEpe.jpg
10345,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",Action,4/28/1989,K-9 Collection,/xZburE7oPN0mMlD6HTkpTHO8ARR.jpg,/21mBNUe0X4WYywe6w5DyihltmAn.jpg
10347,Dobermann,"The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost.",Action,6/18/1997,,/caaLhZmZm6kQVAnYInjIPiNBIE8.jpg,/ewa3cHBKPG5ZLo4XcSMHzGeIvNt.jpg
10348,霹靂火,"In order to release his kidnapped sister, sports car mechanic Jackie Chan has to beat a super-criminal street racer.",Action,9/8/1995,,/mwt58ScrmiPUwgkR8NTEA26joMf.jpg,/81D5xBlnTAdJs19dbkfw8eK0oWA.jpg
10349,The Dark Half,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby.",Mystery,4/23/1993,,/xhIpqPZoZXj28JDFfV6riXEYiNZ.jpg,/gALkBGt1bqdJB5LVWYdsCXFpIF6.jpg
10350,Wing Commander,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",Science Fiction,3/11/1999,,/uY8hheTtnDiDgEiumicGyJwVv6K.jpg,/wdDI3EJzyfscgLeK4J9B2PnCG45.jpg
10351,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",Horror,9/19/1997,Wishmaster Collection,/6ohQykatk9yGS47m1OSXqwYhB0U.jpg,/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg
10353,Les visiteurs : Les couloirs du temps,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",Comedy,2/11/1998,The Visitors Collection,/aIvMaQQOfITFOdL46YgCLvyqYEA.jpg,/mciTsVi3m39crgQWUkktsu9cmgF.jpg
10354,True Crime,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.",Crime,3/19/1999,,/4Xkbglp4o5wDpVmnY8r3g21pAWS.jpg,/aZnlxXwMgk68gIKezbMkzKY8eyi.jpg
10355,쉬리,"North Korea's 8th Special Forces hijacks a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries.Ryu and Lee, special agents of O.P., South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu.",Action,2/13/1999,,/zayiaAf0jvN9V8GsSfuX55Rw33S.jpg,/7rmye0ThMHMT2VhZj7zdyCcHQVe.jpg
10356,The Good Shepherd,"CHRISTIAN SLATER plays a worldly and urbane priest who is forced to challenge his comfortable existence as an ecclesiastical spin-doctor when he comes to believe in the innocence of a young priest accused of murder. His only ally, a journalist, is also his former sweetheart.",Drama,3/21/2004,,,/2dsyrYqMSRVYG6gPGCQCMbEAWHU.jpg
10357,Volcano,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in the city to try and stop the volcano from consuming LA.",Science Fiction,4/25/1997,,/wU7YN5jq4FKapxt9ZT20DrjQ2sm.jpg,/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg
10358,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Comedy,9/18/2008,,/qCSLKtNrL9xIyw2kjzi0GEUvqXx.jpg,/40qxr2p2s297Q1mWFJOsRatQPK0.jpg
10359,Resurrection,"A seasoned police detective and his partner have just uncovered a string of unusual murders that lead them to a serial killer, who believes that he is the descendant of Judas.",Horror,6/5/1999,,/6nQj8lpAmUc064nC1EtNXpWCTCh.jpg,/2j6cMHN1Mx1u8S897VVhO7wSrce.jpg
10360,Hunger,"The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",Drama,5/15/2008,,/f9yR1QQeKA3T3qUIsKstXSqhHb5.jpg,/gXSZaacDkHTmvJJvq0VwsbqlHXI.jpg
10361,Ginger Snaps 2: Unleashed,Brigitte has escaped the confines of Bailey Downs but she's not alone. Another werewolf is tailing her closely and her sister's specter haunts her. An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost.,Drama,1/30/2004,Ginger Snaps Collection,/lhiLBuFJcRC0wkjsj04vfAfZWPm.jpg,/nTtyzQ1qFDJXLWvXX4wvOu0nYun.jpg
10362,Two Lovers,A depressed man moves back in with his parents following a recent heartbreak and finds himself with two women.,Drama,11/19/2008,,/zJmSB5hc8nODfENl7IAZMDHgwSH.jpg,/skwYEUcxhUub9QCSwPDMvBySphS.jpg
10363,Plein soleil,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",Crime,3/10/1960,,/2o2BQxcTRaCZkeqQMDKZ21ACe01.jpg,/7n1KNXs4OFfeVLjJ3g10M8oK1fM.jpg
10364,Catch-22,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation.",War,6/24/1970,,/hgzQXAXorsgqpOyyFl2Dj2Yembj.jpg,/t4PJdZneQn1dWEp9dYpg1Kx98Rq.jpg
10366,Universal Soldier: The Return,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth, the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",Action,8/5/1999,Universal Soldier Collection,/nRCgF2ndHQ0vflGekeU4V2lufrF.jpg,/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg
10367,Wild Things 2,"Two Florida high school vixens hatch a murderous plan to win an inheritance, but they hadn't bargained for an escalating whirlpool of blackmail and sexual games with a sleazy insurance investigator who has his own plans for the money.",Crime,2/19/2004,Wild Things Collection,/nmly11JCqU9WhbjYwKWXoWDsCgI.jpg,/3aoRiK4Q36kS4kYWWeF1CG4HhZr.jpg
10368,Tea with Mussolini,"Semi-autobiographical film directed by Franco Zeffirelli, telling the story of young Italian boy Luca's upbringing by a circle of English and American women, before and during World War II.",Comedy,3/25/1999,,/w5AkUNcQP5FtEhEBeU3yioZOczN.jpg,/ceyJwvchpHNI9Ji36pKX9OcDibS.jpg
10369,14 Tage lebenslänglich,"Konrad von Seidlitz is a young yuppie lawyer currently celebrating his engagement with Cornelia, daughter of minister of justice Volkerts. As a public relations gag, he hasn't paid his parking fines for two years and now insists on being sentenced to jail for two weeks as punishment. Using his knowledge as a lawyer he makes the best out of his visit in jail still working, still in a splendid mood and not adapting to any rule. Probably a good way to get the desired public attention, but also a good way to make enemies inside the jail-house. One day before Konrad is to be released his booth is searched and two hundred grams of cocaine are found. That's a serious problem even for a brilliant lawyer like Konrad and even if you're innocent",Drama,4/3/1997,,/lbmBdXwLA9e4lg6GLv4dFVh7ek.jpg,/njygNL24AuOhwulcGKewxIn01cx.jpg
